asin,title,category
B00CBXQ9QS,Paper Mario: Sticker Star,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B012DFI5A6,"VersionTECH. G2000 Stereo Gaming Headset for Xbox one PS4 PC, Surround Sound Over-Ear Headphones with Noise Cancelling Mic, LED Lights, Volume Control for Laptop Mac PS3 iPad Nintendo Switch - Orange","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07C9743CT,Captain Toad: Treasure Tracker (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B07YQNCM8K,"Drimoor 2 Pack 10ft PS3 Controller Charger Cable - Magnetic Ring Mini USB Data Charging Cord for PS Move Playstation 3 Wireless Controller, TI84 Plus CE, Digital Camera","['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Cables & Adapters', 'Cables']"
B07NTT87J9,"Razer Basilisk Gaming Mouse: 16,000 DPI Optical Sensor - Chroma RGB Lighting - 8 Programmable Buttons - Mechanical Switches - Customizable Scroll Resistance - Quartz Pink","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07SG2KGTP,"DREVO Gramr 84 Key Rainbow Backlit Mechanical Gaming Keyboard USB Wired 75% TKL Keyboard Brown Switch, Black","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08F61C6CX,Untitled Goose Game - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B001AATQ0Y,HDE PSX PS2 USB Dual Controller to PC Adapter Converter,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Accessories']"
B07KPN9TNY,Sony PlayStation 2 Console - Black (Renewed),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Consoles']"
B08MBG5CQB,Nintendo Switch Dual USB Playstand By HORI - Officially Licensed by Nintendo,"['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B07449HLKJ,"SAFFUN Classic N64 Controller, N64 Wired USB PC Game pad Joystick, N64 Bit USB Wired Game Stick Joy pad Controller for Windows PC MAC Linux Raspberry Pi 3 Sega Genesis Higan (Grey)","['Video Games', 'PC', 'Accessories', 'Controllers', 'Joysticks']"
B09J6LJWSW,Charge It 2 The Game Drinking Cards (First Edition,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B07TWXFJJV,Mad Catz R.A.T. 8+ Gaming Mouse (USB/Black/16000dpi/11 Buttons) - MR05DCINBL000-0,"['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B0BJ92CHSC,"NPET HS10 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic,LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo NES Games Blue","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07QVKZVW4,"SENICC 2 Pack Gaming Headset with Microphone for PS4 Xbox One, Over Ear 3.5mm PC Headphone with Lightweight Design Noise Cancelling Volume Control for Laptop, Mac, iPad, Tablet","['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B00XJZHJCA,$60 PlayStation Store Gift Card [Digital Code],"['Video Games', 'Online Game Services', 'PlayStation Network', 'Store Currency Cards']"
B075RVWGDW,"Turtle Beach Recon Camo Multiplatform Gaming Headset for Xbox One, PS4, PC, Mac, & Mobile - Xbox One","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B095HKNLFG,"HEYSTOP Game Card Case Compatible with Nintendo Switch Games,12 Slots Storage Protective Box, Slim and Portable Protective Shell Switch Storage Bag with Game Storage","['Video Games', 'Nintendo Switch']"
B07DL2SY2B,FIFA 19 - Standard - PlayStation 4,"['Video Games', 'PlayStation Digital Content', 'Games']"
B07VGRJDFY,Nintendo Switch with Neon Blue and Neon Red Joy‑Con,"['Video Games', 'Nintendo Switch', 'Consoles']"
B07QDXJR9Z,"WEme USB 3.0 Active Extension Cable, 32 Feet 10 Meter USB 3.0 Extender Cord for Oculus VR, Xbox 360 Kinect, PlayStation with 5V2A Power Adapter, Aluminum","['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation', 'Accessories']"
B07D2L6Z8T,Taiko no Tatsujin Nintendo Switch version! japanese Ver.,"['Video Games', 'Nintendo Switch', 'Accessories']"
8172319258,Noorani Qaida Col.Cod. - (Arabic/English/Urdu) - (PB),[]
B01JYGYAX8,"KIWITATA 2X Classic SNES USB Controller for Retro Gamings, kiwitatá Super NES Wired USB Joypad Game Controller for Windows PC Mac Raspberry Pi","['Video Games', 'Mac', 'Accessories', 'Controllers']"
B01GWE8EDC,The Lion King 1-3 Boxset [Blu-ray],"['Video Games', 'PlayStation 4', 'Games']"
B07THYJHP9,"Switch Case Compatible with Nintendo Switch/OLED, FUNLAB Portable Switch Carrying Case with 10-Game-Card Slots & Accessories Storage- Blue","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B089DC42V8,Take 2 GTA V Grand Theft Auto 5 Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B01N7CVW1K,LOZ: Ocarina of Time Link Japanese Version Amiibo Accessory [Nintendo],"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B075ZPGMJT,"Mekela Memory Card 512MB (8192 Blocks),Compatible for Wii Gamecube Game Cube NGC GC (Blue)","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Memory']"
B00E0OB7MW,Microsoft Xbox 360 Wireless Receiver for Windows,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Accessory Kits']"
B07WD39PZM,"GuliKit Route Air Bluetooth Adapter for Nintendo Switch&Lite/PS4/PS5/PC,Audio Transmitter with aptX Low Latency Dual Stream Wireless Bluetooth Compatible with Headphone AirPods Bluetooth Speaker-Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B087ZRQ44S,"Razer Firefly Hard V2 RGB Gaming Mouse Pad: Customizable Chroma Lighting, Built-in Cable Management, Balanced Control & Speed, Non-Slip Rubber Base","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07DLYCXSM,Doom: Eternal (Xbox One),"['Video Games', 'Xbox One', 'Games']"
B01MZAUQXR,"PrairieIT Xtra-PC Turbo 32- Turn Your Old, outdated, Slow PC into a Like-New PC.","['Video Games', 'PC', 'Games']"
B073X58R8Y,PDP Gaming Wired Controller: Revenant Blue - Xbox,"['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B097J2Y912,Yamazaki Home Smart Universal Adjustable Game Controller Stand/Controller Holder - Steel,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B095HH9FKV,"HEYSTOP Game Card Case Compatible with Nintendo Switch Games,12 Slots Storage Protective Box, Slim and Portable Protective Shell Switch Storage Bag with Game Storage","['Video Games', 'Nintendo Switch']"
B0157QM7SO,Hori Pad 4 FPS Plus for PS4/PS3 (Blue),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Controllers']"
B07VZH6GTM,Garfield Kart: Furious Racing (PS4) - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B0136JPA56,Xbox One Chatpad + Chat Headset (plugs directly into Chatpad),"['Video Games', 'Xbox One', 'Accessories']"
B074PKCJVN,Justice League vs. Teen Titans / Gods & Monsters / Throne of Atlantis (BD) (Repackaged) [Blu-ray],"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07CBGT4BP,Nintendo Switch GoPlay Game Traveler Accessory Pack,"['Video Games', 'Nintendo Switch', 'Accessories']"
B00OC1J73Y,ZXUY 5 Pairs L2 R2 Trigger Springs Replacement Parts Buttons for Playstation 4 PS4 Controller,"['Video Games', 'PlayStation 4', 'Accessories']"
B0BFJWCYTL,Nintendo Switch™ with Neon Blue and Neon Red Joy‑Con™,"['Video Games', 'Nintendo Switch', 'Consoles']"
B00DIKY9RY,Prisoner B-3087 by Alan Gratz (Mar 1 2013),"['Video Games', 'PlayStation 4']"
B0CB8LZT7K,"Daydayup Switch Carrying Case Compatible with Nintendo Switch/Switch OLED, with 20 Games Cartridges Protective Hard Shell Travel Carrying Case Pouch for Console & Accessories, Black","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Accessories', 'Cases & Storage']"
B07X2Q2VHL,"Charger Cable for NS Switch and Switch Lite Switch OLED - 2 Pack 6FT Nylon Braided USB C to USB A Type C Fast Charging Cord for Pro Controller, Samsung Galaxy S10 S9 S8 Note 9, Pixel, OnePlus","['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B07G3KB7RT,"Satisfye – ZenGrip Pro Gen 3 OLED Elite Bundle, Accessories Compatible with Nintendo Switch - The Bundle includes: Grip, Elite Case and a Low Profile USB C-C Cable. BONUS: 2 Thumbsticks+1 JoyCon Rail","['Video Games', 'Nintendo Switch', 'Accessories', 'Hand Grips']"
B0728BF99G,Nintendo Switch - Joy-Con (L/R)-Neon Green/Neon Pink Splatoon 2 (Japan Import),"['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B07TMYCV1Y,"Avantree Aria Pro aptX-HD Bluetooth 5.0 Active Noise Cancelling Headphones with Boom Microphone for Music & Calls, SSD Option, Low Latency Over Ear Wireless & Wired Headset for Phone Computer Laptop","['Video Games', 'PC', 'Accessories', 'Headsets']"
B00BS06U4Q,How Did All This Happen?,"['Video Games', 'PC', 'Games']"
B07DL8G8G6,"Battery Pack for Xbox One Controller, Compatible with Xbox One/Xbox Series X|S Controller 1200mAh Ni-MH Rechargeable Battery with 5ft Micro USB Charging Cable","['Video Games', 'Xbox One', 'Accessories', 'Batteries & Chargers', 'Batteries']"
B07BHGT42W,Little Nightmares Complete Edition (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B088RLRVJN,ANVWW Wireless Switch Pro Controller Remote Gamepad Joystick Joypad for Switch/Switch Lite/Switch OLED Model,"['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B0061QD7YS,"Lady and the Tramp, Diamond Edition [Blu-ray]","['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B07CGR4SDP,USB Wired Gaming PC Controller for Computer Laptop (Windows 10/8.1/8/ 7 / XP) / PS3 Plasytation 3 / Android Devices / PC360 / Steam Game TV Box Game with Dual Turbo Vibration by IHK,"['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B07WS71SBW,Xbox One S 1Tb Console - Starter Bundle (Discontinued),"['Video Games', 'Xbox One', 'Consoles']"
B07HSZ5VCR,OSTENT High Capacity Quality Real 1200mAh 3.6V Lithium Ion Li-ion Polymer Rechargeable Battery Pack Replacement for Sony PSP 2000/3000 PSP-S110 Console,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'Sony PSP', 'Accessories', 'Batteries & Chargers', 'Batteries']"
0910692343,2014 Who's Who in Baseball,[]
B096KBVK7J,"HEYSTOP Nintendo Switch OLED Case, Large Carrying Storage Bag with 18 Games Cartridges, Portable Travel All Protective Hard Shell Case for Switch Console, Pro Controller, Dock, Accessories","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B007VTVRFA,SimCity - Standard Edition [Download],"['Video Games', 'PC', 'Games']"
B095DCY459,Nintendo Amiibo - Zelda & Loftwing - The Legend of Zelda: Skyward Sword HD - Nintendo Switch,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Interactive Gaming Figures']"
B08HY47ZLN,"VOYEE Wii Remote Controller, Wii Controllers Built in 3-Axis Motion Plus, Wireless Gaming Controller Compatible with Nintendo Wii/Wii U Console - with Silicone Case | Wrist Strap (White)","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Remotes']"
B07H2W7Y3P,"Funturbo Upgraded PS Vita Charger Cable, Playstation Vita Charging Cable PSV 1000 USB Data & Power Charger Cord 3.3 ft","['Video Games', 'Legacy Systems', 'PlayStation Systems']"
B08JNGKFR1,HP Gaming Headset with Microphone Wired Over Ear Gaming Headphones with Mic for PS4 PS5 Xbox One Nintendo Switch PC Laptop Gamer Headset 3.5mm Jack with Noise Cancelling and Led Light,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B07GB4GFX1,"Dockable Case for Switch [Updated],FYOUNG Protective Accessories Cover Case Compatible with Nintendo Switch and for Joy Cons Controller with a Tempered Glass Screen Protector - Blue and Red","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B00DC7G0GG,Super Mario 3D World - Nintendo Wii U,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B00ZMBLKPG,Gears of War: Ultimate Edition – Xbox One,"['Video Games', 'Xbox One', 'Games']"
B0BTM7G7VZ,"Newest 2023 Real Mechanical Gaming Keyboard with 107 Clicky Optical switches- Programmable RGB LED Backlit, Laser Engraved Keys - Ergonomic Magnetic Leather Wrist Rest, Dedicated Media Keys for PC","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07BFVHNL9,SADES SA901 PC Gaming Headset 7.1 Surround Sound Headphones Noise Canceling Noise Cancelling Gaming Headphones with Microphone and Deep Bass Volume Control (Blue),"['Video Games', 'PC', 'Accessories', 'Headsets']"
B07VRB9CTD,"ABKONCORE M30 Gaming Mouse Wired, USB Computer Mice for Game & Daily, 6 Programmable Buttons, Chroma RGB Backlit, 3500 DPI Adjustable, Comfortable Grip Ergonomic Mice for PC, Laptop, Mac, Windows","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B097435THM,"KOFIRE 2.4GHz/Wireless Gaming Headset, UG05 Bluetooth Gaming Headphone for PC, Laptop, PS5, PS4, Nintendo Switch, Dynamic EQ Ultra-Low Latency, 30H Playtime with Detachable Microphone Black","['Video Games', 'PC', 'Accessories', 'Headsets']"
B003VD56KC,Xbox 360 Wireless Controller - Black,[]
B07FBX37BT,"Monzlteck Wall Mount for Switch+Controller Mount,Compatible with OLED Version,Game Card Holder,Solid Metal","['Video Games', 'Nintendo Switch', 'Accessories', 'Mounts, Brackets & Stands']"
B008TOZXJM,SPOGENN Matbip Compatible,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Memory']"
B09TSDB5PX,Splatoon 3 - US Version,"['Video Games', 'Nintendo Switch', 'Games']"
B0797F7VFB,"Amazon Basics Gaming Headset for PC, Switch, Xbox, PS4","['Video Games', 'PlayStation 4', 'Accessories', 'Accessory Kits']"
B07DPKYRRL,Overcooked! 2 - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B004E5I5PE,Kinect Sensor with Kinect Adventures!,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B000OFSBL6,Component AV Cable for Nintendo Wii to HDTV,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cables & Adapters', 'Cables']"
B07Q63K8QY,CORSAIR STRAFE RGB MK.2 Mechanical Gaming Keyboard - USB Passthrough - Linear and Quiet - Cherry MX Red Switch - RGB LED Backlit-17.6 x 6.61 x 1.57 inches,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B01MUAO202,Nintendo Switch Joy-Con Gel Guards - Blue,[]
176066068X,Mistress of All Evil: A Tale of the Dark Fairy (Disney Villains #4),"['Video Games', 'PlayStation 4']"
B07D3JWN98,Deadpool 2,[]
B004HHIB8U,Kinect Adventures! Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B071YVC3NJ,"BASSTOP Portable Dock Replacement Case for Nintendo Switch (Only The case, You Have to DIY with The Circuit Board chip from The Original Dock) (Black)","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B08VMZBVJF,"Charging Stand with Cooling Fan for Xbox Series X Console and Controller,Vertical Dual Charger Station Dock Accessories with 2 x 1400mAh Rechargeable Battery and Cover (Black)","['Video Games', 'Xbox One', 'Interactive Gaming Figures']"
B072N597H5,Switch - Super Mario Odyssey - [PAL EU - NO NTSC],"['Video Games', 'Nintendo Switch', 'Consoles']"
B003JVCA9Q,Call of Duty: Black Ops - Playstation 3,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B016MUBL4U,Apple Apple Magic Trackpad 2,[]
B07CRX5X9T,"UtechSmart Venus Pro RGB Wireless MMO Gaming Mouse, 16,000 DPI Optical Sensor, 2.4 GHz Transmission Technology, Ergonomic Design, 16M Chroma RGB Lighting, 16 programmable Buttons, Up to 70 Hours","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07DKGX763,Black Panther [Blu-ray 3D + Blu-ray],"['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B00OAYHIRA,ZD-V+ USB Wired Gaming Controller Gamepad For PC/Laptop Computer(Windows XP/7/8/10/11) & PS3 & Android & Steam - [Black],"['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B084D5QDXN,JBL Quantum 300 - Wired Over-Ear Gaming Headphones with JBL Quantum Engine Software - Black,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B072QMDFRZ,Shadow of the Colossus (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B06XH3X3KG,Wii Mario Kart - World Edition (by Nintendo),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B075LC617B,Swh Super Mario Odyssey,"['Video Games', 'Nintendo Switch', 'Games']"
B089SH2CDX,"GeekShare Tree House Case for Switch/OLED, Travel Case with 18 Game-Card Slots for Switch Console, Pro Controller, Dock and Accessories","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B002DLOM6C,72 Pin Connector for NES 8 BIT Nintendo System (Bulk Packaging),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo NES']"
B082VGDNRP,Sony Dualshock 4 Back Button Attachment Playstation 4 PS4,"['Video Games', 'PlayStation 4', 'Accessories']"
B00940L38U,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys?","['Video Games', 'PC', 'Games']"
B086VSVBBY,"Razer Kraken X Ultralight Gaming Headset: 7.1 Surround Sound Capable - Lightweight Frame - Integrated Audio Controls - Bendable Cardioid Microphone - for PC, PS4, Nintendo Switch - Mercury White","['Video Games', 'PC', 'Accessories', 'Headsets']"
B00MAPYKPO,Xbox 360 500GB Media Hard Drive,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360']"
B082KR95Z4,"Redragon K512 Shiva RGB Backlit Membrane Gaming Keyboard with Multimedia Keys, Quiet Mechanical Feeling Keyboard, 6 Extra On-Board Macro Keys, Dedicated Media Control, Detachable Wrist Rest","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07MP1BLR4,"TakeCase Carrying Case for Nintendo Switch and New OLED - Protective Hard Case Includes Pouch That Fits Adapter/Charger, Accessories and 19 games storage - Perfect for Travel (Blue - Black)","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B087J7PR83,"HP Gaming Headphones with Microphone, ps4 headset with mic , Over the Ear wired Gaming pc headphones with microphone for ps5, Nintendo Switch, Mac, Laptop, gaming Headset with LED Light","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07BKXHNTF,"BUTFULAKE Gaming Headphones for Nintendo Switch,PS5,PS4,Xbox One,Noise Cancelling Over-Ear Headphones 3.5mm Wired Kids Headphones with Mic,PC Gaming Headsets with Microphone LED Lights (RED-Black)","['Video Games', 'PlayStation 4', 'Accessories']"
B07VT3FNTN,"NIVAVA Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K6(Pink)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B071JHVJKS,2 x Silicone Analog Controller Thumb Stick Joystick Grips Cap for Nintendo Switch NS/Switch Lite Controller Joy-Con ThumbStick Cute Cat Paw Claw (Pink),"['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B095WMVCVT,"NIVAVA White Purple Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K7 (White Purple)","['Video Games', 'PC', 'Accessories', 'Headsets']"
B01KXERLDQ,"KONKY -PS4 Controller Charger Dock Station Controller Charging Dock Stand, USB Dual Charger Station Accessory with LED Indicator for Playstation 4 / PS4 Slim Pro and PSVR Controller, Black","['Video Games', 'PlayStation 4', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B076K27L1P,TNP 5 Port USB Hub for PS4 Slim Edition - USB 3.0/2.0 High Speed Adapter Accessories Expansion Hub Connector Splitter Expander for PS4S Playstation 4 Slim Edition Gaming Console [PS4 Slim Edition],"['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Adapters']"
B0785FLM9D,Pokken Tournament DX (Nintendo Switch) (European Version),"['Video Games', 'Nintendo Switch', 'Games']"
B002I0IIPY,Sonic Colors - Nintendo Wii,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B003JVKHEQ,Call of Duty: Black Ops - Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B08HB9TCVG,Nintendo Game & Watch: Super Mario Bros. - Not Machine Specific,[]
B012HUUDZM,Vivi Audio Thumb Stick Grips Cap Cover Joystick Thumbsticks Caps for PS4 Xbox ONE Xbox 360 PS3 PS2 Pink Cat Dog Paw,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Controllers', 'Joysticks']"
B07FL2LSBH,Razer Gaming Mouse Bungee v2: Drag-Free Wired Mouse Support - for Esports-Level Performance - Classic Black (RC21-01210100-R3M1),"['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07WXJVJL9,VULTURE Rubber Keycaps Cherry MX Double Shot Backlit 18 Keycap Set Compatible for Gaming Mechanical Keyboard OEM Profile Doubleshot Rubberized Diamond Textured Tactile Grip with Key Puller (Blue),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07XJKQPML,Railay Wireless Game Controller Compatible with PS-4 Console,"['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B00T57U7V6,LEGO Marvel's Avengers - Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
1471413624,STOLEN HEIR,"['Video Games', 'PC', 'Games']"
B071XF71K4,Rebecca (The Criterion Collection) [Blu-ray],"['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B07DKXTSDZ,Sony PlayStation 4 500GB Console - Black,"['Video Games', 'PlayStation 4', 'Consoles']"
B07VQR55FV,"Taotique PS4 Gaming Headset, 7.1 Surround Sound Game Headset for Xbox One Noise Cancelling Gaming Headphones with Mic, Ergonomic Soft Earmuffs and LED Light for PC, Laptop - Green","['Video Games', 'PC', 'Accessories', 'Headsets']"
B08KXGYCZR,Devil May Cry 5 Special Edition - PlayStation 5,"['Video Games', 'PlayStation 5', 'Games']"
B07CTH99V4,"Finera Wired Gaming Controller for PS2 Console, Double Shock Vibration Video Game Controller Compatible with PS2, Joystick Gamepad with 1.8M Cable","['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Accessories']"
B07WDD4PTW,"SteelSeries Arctis 1 Wireless - Wireless Gaming Headset - USB-C Wireless - Detachable Clearcast Microphone - for PC, PS5, PS4, Nintendo Switch, Android, Black","['Video Games', 'PC', 'Accessories', 'Headsets']"
B000KF0GSQ,Gridiron Gang UMD for PSP,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'Sony PSP']"
B01MPZ8QL4,"My Arcade GamePad Classic - Wireless Game Controller - Compatible with Nintendo NES Classic Edition, Wii, Wii U - Adapter Included - 30 Feet Range - Home Button - Battery Powered - Ergonomic Design","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo NES']"
B07ZFBRPMQ,"Soulion Tracer 20 Gaming Headset for PS4 Xbox One PC- Over Ear Headphones with Noise Cancelling Microphone, Surround Sound, Breathable Soft Ear Pads- NS and Mobile Compatible","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B072FRJWQH,Amazon Basics Controller Battery Pack Charger for Xbox One S Console,[]
B07HM6QFFZ,Sony Dualshock 4 Wireless Controller for Playstation 4 - Midnight Blue V2,"['Video Games', 'PlayStation 4', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B071LBQ1WS,Tomee Stylus Pen Set for Nintendo 3DS XL (3-Pack),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Accessory Kits']"
B07XPT38MK,"Universal Media Remote Control for Xbox One, Xbox One S & Xbox One X,Standard IR Remote Control with 7 More Learning Keys to Control TV, Soundbar Receiver All in one (Black)","['Video Games', 'Xbox One', 'Games']"
B08NVS6Z8L,My Baby (NSW) - Nintendo Switch & Puppies and Kittens - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B0BLHZ97NV,"SteelSeries Rival 5 Gaming Mouse with PrismSync RGB Lighting and 9 Programmable Buttons – FPS, MOBA, MMO, Battle Royale – 18,000 CPI TrueMove Air Optical Sensor - Black","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B01M6BHCNP,To Wong Foo Thanks for Everything Julie Newmar,"['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B0768SNB3T,Amazon Basics Travel Case Bag for New Nintendo 2DS XL,[]
B08FC5TTBF,Demon's Souls - PlayStation 5,"['Video Games', 'PlayStation 5', 'Games']"
B00CQ9L1Z6,Action Replay Powersaves Cheat Device for 3ds Games,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B07NCDCZ6N,TNE Replacement 2.5mm Microphone Boom Game Mic for PDP Afterglow AG9 Legendary Collection Sound of Justice AG 9+ Armored Wireless Xbox One PS4 Playstation 4 Nintendo Switch Gaming Headphones,"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B01FDA42PU,"Carry Case for Nintendo New 2DS XL/New 3DS XL, Keten Hard Travel Protective Shell for New Nintendo 3DS, New 2DS Console&Game, Also for Anker External Battery Store","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Cases & Storage']"
B0088MBH4U,Super Mario Galaxy 2,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B010J9DQGQ,SADES A60 7.1 Surround Sound Gaming Headset Stereo Headset Headphone with Mic for PC,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B097WNW98N,"Superdrive SV450 racing steering wheel with Pedals and Shifters Xbox Serie X / S, Switch, PS4, Xbox One, PS3, PC (programmable for all games)","['Video Games', 'PC', 'Accessories']"
B000OSOVQC,Mcbazel Playstation 2 Controller to USB Adapter for PC or Playstation 3 Converter Cable for Sony DualShock PS2 PS3 Controllers (NOT Compatible with Dancing Mat Guitar Hero),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Cables & Adapters', 'Cables']"
B0C9SYXSXV,"EKSA USB Wireless Headset for PC PS4 PS5-7.1 Surround Sound, Noise Cancelling Microphone, 36 Hour Battery, 2.4G USB Dongle, Game/Music Mode, Gaming Headphones for Computer, Laptop (E1000WT)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
